gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,service calls,Point de vente,Churn
Female,0,Yes,60,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,19.25,1103.25,4,Dolisie,No
Male,1,No,47,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Virement Bancaire,59.6,2754.0,2,Oyo,No
Female,0,No,11,Yes,No,SPEED FAMILY 100,Yes,No,Yes,Annuel,Carte Bancaire,64.9,697.25,3,Brazzaville,No
Male,0,Yes,56,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Carte Bancaire,100.3,5614.45,2,Oyo,Yes
Female,1,Yes,28,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,110.85,3204.4,2,Ouesso,No
Male,0,Yes,61,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Chèque,81.05,4747.65,2,Oyo,No
Male,0,Yes,31,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Annuel,Virement Bancaire,98.05,3082.1,2,Dolisie,No
Male,0,No,9,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,70.5,597.9,4,Pointe-Noire,No
Male,1,Yes,35,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,94.55,3365.4,4,Dolisie,No
Male,0,No,2,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.65,38.8,3,Oyo,No
Female,0,Yes,12,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.0,233.55,2,Oyo,Yes
Female,0,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,75.3,75.3,4,Brazzaville,Yes
Female,1,No,4,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,89.2,346.2,1,Ouesso,Yes
Female,0,Yes,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.0,19.0,2,Brazzaville,No
Female,0,No,3,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.0,61.7,1,Pointe-Noire,No
Female,1,No,1,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,85.7,85.7,3,Dolisie,Yes
Male,0,No,52,Yes,No,SPEED FAMILY 100,No,Yes,No,Mensuel Prepay,Carte Bancaire,63.25,3342.45,3,Pointe-Noire,No
Male,0,Yes,5,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.1,85.1,1,Oyo,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Prepay,Mobile Money,99.15,7422.1,1,Dolisie,No
Male,0,Yes,71,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,90.4,6668.05,2,Oyo,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,111.9,8071.05,1,Oyo,No
Male,0,Yes,46,Yes,Yes,SPEED FAMILY 60,No,No,No,Annuel,Mobile Money,24.9,1174.8,2,Oyo,No
Male,0,Yes,63,Yes,Yes,SPEED FAMILY 100,No,Yes,Yes,Mensuel Prepay,Carte Bancaire,83.5,5435.0,2,Oyo,No
Male,0,No,30,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,84.3,2438.6,1,Dolisie,No
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,45.6,45.6,3,Pointe-Noire,No
Female,0,No,12,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Chèque,61.65,713.75,2,Pointe-Noire,Yes
Male,0,No,16,No,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Prepay,Chèque,54.85,916.15,1,Pointe-Noire,No
Male,0,No,4,Yes,Yes,SPEED FAMILY 100,Yes,No,Yes,Mensuel Postpay,Chèque,65.55,237.2,3,Ouesso,No
Male,0,Yes,51,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Annuel,Carte Bancaire,90.35,4614.55,2,Oyo,No
Male,0,Yes,65,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,20.4,1414.45,4,Ouesso,No
Male,0,No,16,Yes,No,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Carte Bancaire,74.55,1170.5,2,Brazzaville,No
Male,0,No,2,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,19.95,47.7,1,Pointe-Noire,No
Female,0,Yes,66,Yes,Yes,SPEED FAMILY 220,No,No,No,Annuel,Virement Bancaire,74.25,4859.25,4,Pointe-Noire,No
Male,0,No,46,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,108.65,4903.2,1,Pointe-Noire,No
Female,0,No,32,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Virement Bancaire,109.55,3608.0,3,Ouesso,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,86.65,6094.25,2,Dolisie,No
Male,0,Yes,38,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,81.0,3084.9,4,Pointe-Noire,No
Male,0,No,51,Yes,No,SPEED FAMILY 100,Yes,No,No,Annuel,Carte Bancaire,47.85,2356.75,2,Pointe-Noire,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,114.55,8306.05,3,Dolisie,No
Female,1,Yes,65,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Virement Bancaire,105.25,6786.4,1,Brazzaville,Yes
Male,0,Yes,9,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,29.95,248.95,3,Pointe-Noire,Yes
Female,0,Yes,9,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Chèque,65.0,663.05,4,Ouesso,Yes
Male,0,No,66,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,20.55,1357.1,2,Brazzaville,No
Female,1,No,44,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Carte Bancaire,109.8,4860.35,3,Dolisie,No
Male,0,No,50,Yes,Yes,SPEED FAMILY 100,Yes,No,Yes,Mensuel Prepay,Virement Bancaire,69.5,3418.2,4,Ouesso,No
Female,0,No,15,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,48.85,631.4,3,Dolisie,No
Male,0,No,8,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Carte Bancaire,25.25,186.3,2,Oyo,No
Female,1,No,66,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,102.85,6976.75,4,Pointe-Noire,No
Female,0,No,57,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Virement Bancaire,87.55,4884.85,1,Ouesso,No
Female,0,No,7,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,78.55,522.95,1,Dolisie,No
Male,1,Yes,10,No,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Virement Bancaire,34.55,362.6,4,Dolisie,No
Female,0,No,62,Yes,Yes,SPEED FAMILY 220,No,No,No,Annuel,Mobile Money,92.05,5755.8,1,Pointe-Noire,No
Male,0,Yes,40,Yes,No,SPEED FAMILY 220,No,Yes,No,Annuel,Mobile Money,85.05,3355.65,4,Dolisie,No
Female,0,No,20,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.7,406.95,3,Brazzaville,No
Female,0,No,7,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Virement Bancaire,20.0,137.6,1,Pointe-Noire,Yes
Female,0,Yes,25,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Mobile Money,95.15,2395.7,4,Dolisie,No
Male,0,Yes,23,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,84.25,1968.1,3,Pointe-Noire,No
Female,1,Yes,66,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Carte Bancaire,104.6,6819.45,4,Brazzaville,No
Female,1,No,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,111.65,7943.45,2,Ouesso,No
Male,1,Yes,49,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Carte Bancaire,90.05,4547.25,3,Oyo,Yes
Male,1,Yes,43,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Virement Bancaire,110.75,4687.9,4,Brazzaville,Yes
Female,0,Yes,46,Yes,Yes,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,55.0,2473.95,3,Dolisie,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,89.85,6562.9,2,Brazzaville,No
Male,0,No,10,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.35,176.3,4,Oyo,No
Female,0,No,40,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Annuel,Virement Bancaire,54.55,2236.2,4,Dolisie,No
Female,0,Yes,65,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,105.5,6985.65,3,Brazzaville,Yes
Male,0,No,31,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,99.45,3109.9,4,Brazzaville,No
Female,0,Yes,68,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Carte Bancaire,70.9,4911.35,2,Pointe-Noire,No
Male,1,Yes,56,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Annuel,Virement Bancaire,104.55,5794.65,4,Pointe-Noire,Yes
Male,0,Yes,10,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,85.25,855.3,2,Oyo,Yes
Male,0,Yes,68,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,25.4,1620.2,1,Oyo,No
Female,0,Yes,43,Yes,No,SPEED FAMILY 100,No,Yes,No,Mensuel Postpay,Mobile Money,56.15,2499.3,4,Ouesso,Yes
Male,0,No,1,Yes,No,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,89.55,89.55,3,Brazzaville,Yes
Female,1,No,49,Yes,No,SPEED FAMILY 220,No,No,Yes,Annuel,Virement Bancaire,89.85,4287.2,2,Brazzaville,No
Female,0,Yes,15,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Mobile Money,25.25,394.85,4,Pointe-Noire,No
Male,1,Yes,20,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,94.55,1899.65,3,Pointe-Noire,Yes
Male,0,No,1,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,45.7,45.7,2,Brazzaville,Yes
Male,0,Yes,50,Yes,Yes,SPEED FAMILY 100,Yes,Yes,No,Annuel,Mobile Money,69.65,3442.15,2,Ouesso,No
Female,1,No,2,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,89.5,161.5,4,Dolisie,Yes
Male,1,No,24,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,70.0,1732.6,2,Ouesso,No
Female,0,No,3,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,69.55,222.3,2,Dolisie,Yes
Female,0,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,74.6,74.6,2,Pointe-Noire,Yes
Male,0,Yes,35,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,20.1,655.3,2,Oyo,No
Female,0,No,17,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,24.8,475.25,3,Brazzaville,No
Female,1,No,8,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Mobile Money,19.65,164.3,2,Brazzaville,Yes
Male,0,No,10,Yes,No,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Postpay,Carte Bancaire,95.1,865.1,2,Dolisie,No
Male,0,Yes,68,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,88.85,6132.7,2,Pointe-Noire,No
Male,0,Yes,45,Yes,No,SPEED FAMILY 100,No,Yes,Yes,Annuel,Virement Bancaire,78.8,3597.5,1,Dolisie,No
Male,0,Yes,2,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,19.85,35.9,1,Ouesso,Yes
Male,0,Yes,37,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Virement Bancaire,20.35,697.65,3,Brazzaville,No
Female,0,No,4,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,24.25,96.05,1,Brazzaville,Yes
Female,0,No,10,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,45.25,428.7,4,Pointe-Noire,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.05,20.05,3,Oyo,No
Male,0,Yes,65,Yes,Yes,SPEED FAMILY 100,No,No,Yes,Mensuel Prepay,Chèque,69.55,4459.15,1,Pointe-Noire,No
Female,0,Yes,57,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,19.5,1167.6,3,Brazzaville,No
Female,0,No,3,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,74.75,238.1,4,Oyo,No
Female,0,No,2,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,69.65,145.15,2,Brazzaville,Yes
Male,0,No,49,No,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Virement Bancaire,30.2,1453.1,4,Brazzaville,No
Female,0,No,4,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,45.65,191.05,4,Dolisie,Yes
Female,0,Yes,70,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,57.8,4039.3,2,Oyo,No
Female,0,Yes,53,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,19.85,1039.45,1,Ouesso,No
Male,0,Yes,53,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,25.55,1336.1,1,Pointe-Noire,No
Female,0,No,1,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,75.05,75.05,4,Pointe-Noire,Yes
Male,0,No,22,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Carte Bancaire,24.85,493.4,4,Dolisie,No
Male,1,No,52,No,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Mobile Money,49.15,2550.9,3,Pointe-Noire,Yes
Male,1,No,65,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Mobile Money,110.35,7246.15,2,Oyo,No
Female,0,No,48,Yes,Yes,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,24.55,1203.95,1,Dolisie,No
Female,0,No,2,No,No,SPEED FAMILY 100,No,No,Yes,Mensuel Postpay,Mobile Money,34.7,62.25,3,Ouesso,Yes
Male,0,No,3,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Chèque,107.95,313.6,1,Oyo,No
Male,0,Yes,45,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,81.4,3775.85,4,Pointe-Noire,No
Male,0,Yes,1,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,80.0,80.0,1,Ouesso,Yes
Female,0,Yes,61,Yes,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,73.8,4616.05,2,Ouesso,No
Male,0,No,3,Yes,No,SPEED FAMILY 100,Yes,Yes,No,Mensuel Postpay,Carte Bancaire,64.4,195.65,4,Brazzaville,No
Female,1,No,40,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,103.75,4188.4,2,Brazzaville,No
Female,0,No,1,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,71.1,71.1,3,Brazzaville,No
Female,0,No,1,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Postpay,Mobile Money,49.9,49.9,2,Oyo,No
Male,0,No,51,Yes,Yes,SPEED FAMILY 60,No,No,No,Annuel,Virement Bancaire,24.6,1266.4,4,Ouesso,No
Male,1,No,2,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,49.25,91.1,3,Dolisie,Yes
Male,0,No,52,No,No,SPEED FAMILY 100,No,No,No,Annuel,Chèque,30.1,1623.4,2,Pointe-Noire,No
Male,0,No,51,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,83.4,4149.45,3,Pointe-Noire,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.45,20.45,2,Brazzaville,No
Male,0,Yes,31,Yes,Yes,SPEED FAMILY 100,Yes,No,Yes,Annuel,Virement Bancaire,75.25,2344.5,1,Oyo,No
Male,0,No,47,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Carte Bancaire,20.55,1013.05,3,Ouesso,No
Female,0,No,3,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,75.1,270.7,1,Oyo,Yes
Female,1,No,22,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.05,417.0,1,Ouesso,No
Female,0,Yes,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.65,20.65,2,Ouesso,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,85.15,6316.2,1,Brazzaville,No
Male,0,Yes,3,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,50.15,168.15,2,Brazzaville,Yes
Male,1,Yes,47,Yes,No,SPEED FAMILY 220,No,Yes,No,Annuel,Virement Bancaire,84.95,4018.05,4,Dolisie,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Carte Bancaire,66.5,4811.6,1,Dolisie,No
Male,0,Yes,66,Yes,Yes,SPEED FAMILY 100,No,Yes,No,Mensuel Prepay,Virement Bancaire,63.3,4189.7,2,Pointe-Noire,No
Male,0,No,35,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,83.15,2848.45,1,Pointe-Noire,No
Male,0,No,29,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,84.9,2516.2,1,Brazzaville,No
Female,0,No,2,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.55,33.6,3,Brazzaville,No
Male,0,No,4,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,49.25,208.45,4,Brazzaville,No
Female,0,No,25,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,79.85,2015.35,4,Dolisie,Yes
Female,0,No,65,Yes,No,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Chèque,59.6,3739.8,3,Dolisie,No
Male,1,No,27,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Virement Bancaire,104.65,2964.0,2,Brazzaville,No
Male,0,Yes,29,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,75.3,2263.4,2,Pointe-Noire,No
Male,0,Yes,29,Yes,Yes,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,80.1,2211.8,3,Pointe-Noire,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.55,19.55,1,Oyo,Yes
Female,0,Yes,20,Yes,No,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Chèque,81.0,1683.7,4,Brazzaville,No
Female,0,No,58,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,24.7,1519.0,3,Pointe-Noire,No
Female,0,No,14,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Chèque,86.0,1164.05,2,Brazzaville,No
Male,0,Yes,72,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,25.4,1710.9,2,Dolisie,No
Male,0,No,46,Yes,Yes,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Carte Bancaire,89.15,4245.55,1,Pointe-Noire,No
Female,0,Yes,71,No,No,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,58.25,4145.9,2,Brazzaville,No
Male,0,No,32,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,85.65,2664.3,1,Ouesso,No
Female,0,No,26,No,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,50.35,1277.5,4,Pointe-Noire,No
Male,1,Yes,68,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,80.35,5589.3,2,Oyo,No
Male,0,Yes,2,Yes,No,SPEED FAMILY 60,No,No,No,Annuel,Chèque,20.2,34.75,1,Brazzaville,No
Male,0,Yes,61,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Carte Bancaire,20.55,1305.95,2,Brazzaville,No
Female,0,Yes,4,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Mobile Money,85.95,381.3,4,Pointe-Noire,Yes
Male,0,No,3,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Mobile Money,45.35,141.5,4,Brazzaville,Yes
Male,1,Yes,33,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,94.5,3105.55,2,Dolisie,Yes
Male,1,Yes,9,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,21.25,204.55,2,Brazzaville,No
Female,0,No,22,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,26.25,605.9,2,Oyo,No
Female,0,Yes,5,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,80.85,356.1,1,Ouesso,No
Female,1,No,30,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Carte Bancaire,91.7,2758.15,4,Brazzaville,Yes
Male,0,No,65,Yes,Yes,SPEED FAMILY 100,Yes,No,Yes,Mensuel Prepay,Carte Bancaire,74.2,4805.65,4,Pointe-Noire,No
Female,0,No,45,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Postpay,Mobile Money,87.25,3941.7,1,Pointe-Noire,Yes
Male,0,No,5,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.35,92.75,1,Ouesso,No
Male,0,Yes,25,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,75.5,1901.05,2,Oyo,No
Female,0,Yes,72,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Prepay,Virement Bancaire,79.05,5730.7,1,Brazzaville,No
Female,0,Yes,27,Yes,Yes,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,90.15,2423.4,3,Dolisie,No
Male,0,Yes,32,No,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Postpay,Carte Bancaire,50.6,1653.45,2,Pointe-Noire,No
Female,0,No,30,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Annuel,Carte Bancaire,110.45,3327.05,3,Pointe-Noire,No
Male,0,Yes,70,Yes,No,SPEED FAMILY 220,Yes,No,Yes,Mensuel Prepay,Carte Bancaire,101.0,7085.5,1,Pointe-Noire,No
Male,1,No,42,Yes,Yes,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Virement Bancaire,79.35,3344.1,3,Dolisie,No
Female,1,Yes,72,Yes,Yes,SPEED FAMILY 100,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,89.85,6697.35,3,Ouesso,No
Female,0,No,47,Yes,Yes,SPEED FAMILY 100,Yes,No,No,Mensuel Prepay,Chèque,65.0,2879.9,3,Dolisie,No
Female,0,No,2,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Mobile Money,80.45,137.1,2,Brazzaville,No
Male,0,No,10,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,98.55,1008.55,4,Dolisie,Yes
Female,0,Yes,61,Yes,Yes,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,24.1,1551.6,2,Brazzaville,No
Female,0,No,5,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Carte Bancaire,44.05,202.15,3,Dolisie,No
Female,1,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Carte Bancaire,110.8,7882.25,2,Brazzaville,No
Male,1,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,Yes,Yes,Mensuel Prepay,Virement Bancaire,114.95,8196.4,1,Ouesso,No
Female,1,No,3,Yes,No,SPEED FAMILY 220,No,No,No,Mensuel Postpay,Chèque,75.05,202.9,1,Dolisie,No
Male,0,Yes,48,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Chèque,19.25,855.1,4,Brazzaville,No
Female,0,No,63,Yes,No,SPEED FAMILY 220,Yes,Yes,No,Annuel,Carte Bancaire,90.05,5817.0,4,Oyo,No
Female,0,No,27,Yes,No,SPEED FAMILY 100,No,No,No,Mensuel Postpay,Chèque,56.7,1652.95,1,Pointe-Noire,No
Male,0,Yes,70,Yes,No,SPEED FAMILY 100,No,Yes,Yes,Mensuel Prepay,Carte Bancaire,80.15,5600.15,4,Oyo,No
Male,0,Yes,7,Yes,No,SPEED FAMILY 100,Yes,No,Yes,Mensuel Postpay,Carte Bancaire,71.35,515.75,4,Oyo,No
Female,0,Yes,2,Yes,No,SPEED FAMILY 220,No,Yes,No,Mensuel Postpay,Mobile Money,90.35,190.5,4,Dolisie,No
Male,1,No,20,Yes,Yes,SPEED FAMILY 220,No,Yes,Yes,Mensuel Postpay,Mobile Money,98.55,1842.8,2,Oyo,Yes
Male,0,No,66,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Prepay,Virement Bancaire,19.7,1253.8,3,Oyo,No
Female,0,No,3,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,19.85,57.2,1,Pointe-Noire,No
Female,0,No,15,Yes,No,SPEED FAMILY 220,No,No,Yes,Mensuel Postpay,Virement Bancaire,85.9,1269.55,1,Oyo,Yes
Female,0,Yes,72,Yes,Yes,SPEED FAMILY 220,Yes,No,No,Mensuel Prepay,Virement Bancaire,90.35,6563.4,3,Brazzaville,No
Male,0,No,1,Yes,No,SPEED FAMILY 60,No,No,No,Mensuel Postpay,Chèque,20.8,20.8,1,Brazzaville,No
